title|link|summary|published|id
Thursday, March 23, 2023  - Representative Malcolm Kenyatta and Representative Carol Hill-Evans, Representative Aerion Abney|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40299|Recognizing March 2023 as National Social Work Month in Pennsylvania|Thu, 23 Mar 2023 18:15:10 GMT|40299Recognizing March 2023 as National Social Work Month in Pennsylvania20230323
Thursday, March 23, 2023  - Representative Darisha K. Parker and Representative Steven R. Malagari|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40292|Strengthening Pennsylvanian s Guardianship Laws|Thu, 23 Mar 2023 15:57:22 GMT|40292Strengthening Pennsylvanian s Guardianship Laws20230323
Thursday, March 23, 2023  - Representative Barry J. Jozwiak|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40291|FRATERNAL ORDER OF POLICE (FOP) MEMORIAL RESOLUTION|Thu, 23 Mar 2023 15:29:44 GMT|40291FRATERNAL ORDER OF POLICE (FOP) MEMORIAL RESOLUTION20230323
Thursday, March 23, 2023  - Representative Danilo Burgos|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40288|Performance Audit of the Tobacco Policy and Control Program|Thu, 23 Mar 2023 14:15:21 GMT|40288Performance Audit of the Tobacco Policy and Control Program20230323
Thursday, March 23, 2023  - Representative Kerry A. Benninghoff|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40287|REAL ID Application Process|Thu, 23 Mar 2023 13:58:17 GMT|40287REAL ID Application Process20230323
Thursday, March 23, 2023  - Representative Mandy Steele|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40286|Tax Credits for Volunteer First Responders|Thu, 23 Mar 2023 13:50:48 GMT|40286Tax Credits for Volunteer First Responders20230323
Wednesday, March 22, 2023  - Representative David H. Zimmerman|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40284|Shortening the Audit Window to Align with Federal Standards|Wed, 22 Mar 2023 19:56:21 GMT|40284Shortening the Audit Window to Align with Federal Standards20230322
Wednesday, March 22, 2023  - Representative Jim Rigby|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40283|Enhancing Funding Capabilities for Emergency Services (Former HB2601)|Wed, 22 Mar 2023 19:28:02 GMT|40283Enhancing Funding Capabilities for Emergency Services (Former HB2601)20230322
Wednesday, March 22, 2023  - Representative Brian Smith and Representative Mike Armanini|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40282|Reduced Vehicle Registration for Retired Individuals|Wed, 22 Mar 2023 18:37:55 GMT|40282Reduced Vehicle Registration for Retired Individuals20230322
Wednesday, March 22, 2023  - Representative Morgan Cephas|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40275|Prohibiting Institutions of Higher Education from Withholding Student Transcripts|Wed, 22 Mar 2023 17:56:06 GMT|40275Prohibiting Institutions of Higher Education from Withholding Student Transcripts20230322
Wednesday, March 22, 2023  - Representative Christopher M. Rabb and Representative Anthony A. Bellmon, Representative La'Tasha D. Mayes, Representative Ismail Smith-Wade-El|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40274|Establishing the Freedom School Grant Program|Wed, 22 Mar 2023 16:40:00 GMT|40274Establishing the Freedom School Grant Program20230322
Wednesday, March 22, 2023  - Representative Robert F. Matzie and Representative Jim Marshall|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40273|Rail Safety Legislation|Wed, 22 Mar 2023 16:36:43 GMT|40273Rail Safety Legislation20230322
Wednesday, March 22, 2023  - Representative Thomas L. Mehaffie, III and Representative Patty Kim|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40272|Hershey Kiss Legislation|Wed, 22 Mar 2023 15:42:41 GMT|40272Hershey Kiss Legislation20230322
Wednesday, March 22, 2023  - Representative Emily Kinkead|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40269|Genetic Material Privacy and Financial Compensation for Usage|Wed, 22 Mar 2023 15:02:09 GMT|40269Genetic Material Privacy and Financial Compensation for Usage20230322
Wednesday, March 22, 2023  - Representative Emily Kinkead|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40268|Work-Related Compensation for Hospitalized/Quarantined Frontline Workers|Wed, 22 Mar 2023 14:54:27 GMT|40268Work-Related Compensation for Hospitalized/Quarantined Frontline Workers20230322
Wednesday, March 22, 2023  - Representative Christopher M. Rabb and Representative Emily Kinkead, Representative Melissa L. Shusterman|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40267|Establishing Court-Structured Fines|Wed, 22 Mar 2023 14:52:47 GMT|40267Establishing Court-Structured Fines20230322
Wednesday, March 22, 2023  - Representative Christopher M. Rabb and Representative Emily Kinkead|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40266|Improving the Drug Delivery Resulting in Death statute|Wed, 22 Mar 2023 14:27:49 GMT|40266Improving the Drug Delivery Resulting in Death statute20230322
Wednesday, March 22, 2023  - Representative Christina D. Sappey and Representative Carol Hill-Evans|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40265|Expanding Property Tax Relief for Disabled Veterans|Wed, 22 Mar 2023 14:27:24 GMT|40265Expanding Property Tax Relief for Disabled Veterans20230322
Wednesday, March 22, 2023  - Representative Jeanne McNeill|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40264|Water Usage Red Flags|Wed, 22 Mar 2023 13:41:37 GMT|40264Water Usage Red Flags20230322
Wednesday, March 22, 2023  - Representative Andrew Kuzma|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40263|Criminalizing Gas Station Heroin|Wed, 22 Mar 2023 13:18:02 GMT|40263Criminalizing Gas Station Heroin20230322
Wednesday, March 22, 2023  - Representative Jason Dawkins and Representative Nick Pisciottano|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40262|Creating a Bridge to Opportunity for Pennsylvania Workers|Wed, 22 Mar 2023 11:51:44 GMT|40262Creating a Bridge to Opportunity for Pennsylvania Workers20230322
Tuesday, March 21, 2023  - Representative Emily Kinkead and Representative MaryLouise Isaacson|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40261|A Degree with a Guarantee   Transferring from Community College to PASSHE|Tue, 21 Mar 2023 20:12:55 GMT|40261A Degree with a Guarantee   Transferring from Community College to PASSHE20230321
Tuesday, March 21, 2023  - Representative Kevin J. Boyle|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40259|Celebrating the 25th Anniversary of the Good Friday Agreement|Tue, 21 Mar 2023 19:49:36 GMT|40259Celebrating the 25th Anniversary of the Good Friday Agreement20230321
Tuesday, March 21, 2023  - Representative Darisha K. Parker and Representative Carol Hill-Evans|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40258|Accessibility to Menstrual Hygiene Products|Tue, 21 Mar 2023 19:35:23 GMT|40258Accessibility to Menstrual Hygiene Products20230321
Tuesday, March 21, 2023  - Representative Clint Owlett|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40257|Drug Delivery Resulting in Death Legislation|Tue, 21 Mar 2023 18:34:49 GMT|40257Drug Delivery Resulting in Death Legislation20230321
Tuesday, March 21, 2023  - Representative Melissa L. Shusterman|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40256|Recognizing October 10 as  Taiwan National Day|Tue, 21 Mar 2023 17:04:19 GMT|40256Recognizing October 10 as  Taiwan National Day 20230321
Tuesday, March 21, 2023  - Representative Nick Pisciottano and Representative Robert F. Matzie, Representative Jim Marshall, Representative Eric R. Nelson|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40255|Designating the Commonwealth as a Hydrogen Hub|Tue, 21 Mar 2023 16:53:06 GMT|40255Designating the Commonwealth as a Hydrogen Hub20230321
Tuesday, March 21, 2023  - Representative Nancy Guenst|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40254|Supporting Our Returning Heroes Through a Veteran Employment Tax Credit|Tue, 21 Mar 2023 16:45:24 GMT|40254Supporting Our Returning Heroes Through a Veteran Employment Tax Credit20230321
Tuesday, March 21, 2023  - Representative Alec J. Ryncavage|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40253|County Property Code Enforcement Legislation - Former HB 2555|Tue, 21 Mar 2023 16:37:59 GMT|40253County Property Code Enforcement Legislation - Former HB 255520230321
Tuesday, March 21, 2023  - Representative Christina D. Sappey|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40252|Family Medical Leave|Tue, 21 Mar 2023 16:37:25 GMT|40252Family Medical Leave20230321
Tuesday, March 21, 2023  - Representative Nick Pisciottano|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40251|Direct Deposit for Workers  Compensation|Tue, 21 Mar 2023 16:31:10 GMT|40251Direct Deposit for Workers  Compensation20230321
Tuesday, March 21, 2023  - Representative Robert Freeman|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40249|Housing Authority Police|Tue, 21 Mar 2023 15:11:44 GMT|40249Housing Authority Police20230321
Tuesday, March 21, 2023  - Representative Patrick J. Harkins and Representative Russ Diamond|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40246|Resolution Designating March 2023 as Problem Gambling Awareness Month|Tue, 21 Mar 2023 13:10:52 GMT|40246Resolution Designating March 2023 as Problem Gambling Awareness Month20230321
Monday, March 20, 2023  - Representative Nick Pisciottano and Representative Danilo Burgos, Representative Jose Giral|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40242|Establishing September 15 as  Roberto Clemente Day|Mon, 20 Mar 2023 23:49:24 GMT|40242Establishing September 15 as  Roberto Clemente Day 20230320
Monday, March 20, 2023  - Representative Michael H. Schlossberg and Representative Zachary Mako|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40239|Enforcement of Failure to Stop for School Bus with Flashing Red Lights|Mon, 20 Mar 2023 19:45:49 GMT|40239Enforcement of Failure to Stop for School Bus with Flashing Red Lights20230320
Monday, March 20, 2023  - Representative Johanny Cepeda-Freytiz and Representative Jose Giral|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40238|Educator Certification and Employment for Immigrants in Pennsylvania|Mon, 20 Mar 2023 18:36:30 GMT|40238Educator Certification and Employment for Immigrants in Pennsylvania20230320
Monday, March 20, 2023  - Representative Dallas Kephart|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40236|Strengthening the Regulatory Review Act|Mon, 20 Mar 2023 18:12:04 GMT|40236Strengthening the Regulatory Review Act20230320
Monday, March 20, 2023  - Representative John A. Lawrence|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40235|COSPOSNOR MEMO - REFORM THE PROCESS AROUND SELLING PUBLICLY MANAGED UTILITIES - FOUR BILL PACKAGE|Mon, 20 Mar 2023 17:36:53 GMT|40235COSPOSNOR MEMO - REFORM THE PROCESS AROUND SELLING PUBLICLY MANAGED UTILITIES - FOUR BILL PACKAGE20230320
Monday, March 20, 2023  - Representative Mary Jo Daley and Representative Timothy J. O'Neal|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40234|Celebrating St. Patrick's Day|Mon, 20 Mar 2023 17:17:03 GMT|40234Celebrating St. Patrick's Day20230320
Monday, March 20, 2023  - Representative Tina M. Davis|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40232|Protecting Older Children in Schools|Mon, 20 Mar 2023 16:20:26 GMT|40232Protecting Older Children in Schools20230320
Monday, March 20, 2023  - Representative Donna Bullock and Representative Christopher M. Rabb, Representative Malcolm Kenyatta, Representative Carol Kazeem|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40230|Resolution   Recognizing the 32nd Anniversary of the Adoption of the 17 Principles of Environmental Justice|Mon, 20 Mar 2023 15:24:37 GMT|40230Resolution   Recognizing the 32nd Anniversary of the Adoption of the 17 Principles of Environmental Justice20230320
Monday, March 20, 2023  - Representative Manuel Guzman, Jr.|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40229|Implementing Restorative Practices in Schools|Mon, 20 Mar 2023 15:09:16 GMT|40229Implementing Restorative Practices in Schools20230320
Monday, March 20, 2023  - Representative Manuel Guzman, Jr.|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40228|Medical Cannabis Temporary ID|Mon, 20 Mar 2023 14:53:13 GMT|40228Medical Cannabis Temporary ID20230320
Monday, March 20, 2023  - Representative Manuel Guzman, Jr.|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40227|Read to Succeed   Pre-K to Grade 3 Literacy Support|Mon, 20 Mar 2023 14:47:26 GMT|40227Read to Succeed   Pre-K to Grade 3 Literacy Support20230320
Monday, March 20, 2023  - Representative Robert W. Mercuri|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40226|Social Media Age Requirements|Mon, 20 Mar 2023 14:27:38 GMT|40226Social Media Age Requirements20230320
Monday, March 20, 2023  - Representative Jeanne McNeill|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40225|Improvements to the Medical Cannabis Program|Mon, 20 Mar 2023 14:24:50 GMT|40225Improvements to the Medical Cannabis Program20230320
Monday, March 20, 2023  - Representative Jason Dawkins|https://www.legis.state.pa.us/cfdocs/legis/CSM/showMemoPublic.cfm?chamber=H&SPick=20230&cosponId=40224|Expanding Voting Opportunities for those Incarcerated in Philadelphia|Mon, 20 Mar 2023 13:30:09 GMT|40224Expanding Voting Opportunities for those Incarcerated in Philadelphia20230320
